-43,68,0
-43,67,0
-43,66,0
-43,65,0
-43,64,0
-43,63,0
-43,62,0
-43,61,0
-43,60,0
-43,59,0
-43,58,0
-43,57,0
-43,56,0
-43,55,0
-44,55,0
-44,54,0
-44,53,0
-44,52,0
-44,51,0
-44,50,0
-44,49,0
-44,48,0
-44,47,0
-44,46,0
-44,45,0
-44,44,0
-44,43,0
-44,42,0
-44,41,0
-44,40,0
-44,39,0
-44,38,0
-44,37,0
-44,36,0
-44,35,0
-44,34,0
-44,33,0
-44,32,0
-44,31,0
-44,30,0
-44,29,0
-44,28,0
-44,27,0
-44,26,0
-44,25,0
-44,24,0
-44,23,0
-44,22,0
-44,21,0
-44,20,0
-44,19,0
-44.8660254,18.5,0
-45.73205081,18,0
-46.69797663,17.74118096,0
-47.66390246,17.48236191,0
-48.66390246,17.48236191,0
-47.66390246,17.48236191,0
-46.66390246,17.48236191,0
-45.66390246,17.4823619,0
-44.66390246,17.4823619,0
-43.66390246,17.4823619,0
-42.66390246,17.48236189,0
-41.66390246,17.48236189,0
-40.66390246,17.48236189,0
-39.66390246,17.48236188,0
-38.66390246,17.48236188,0
-37.66390246,17.48236187,0
-36.66390246,17.48236187,0
-35.66390246,17.48236187,0
-34.66390246,17.48236186,0
-33.66390246,17.48236186,0
-32.66390246,17.48236186,0
-31.66390246,17.48236185,0
-30.66390246,17.48236185,0
-29.66390246,17.48236185,0
-28.66390246,17.48236184,0
-27.66390246,17.48236184,0
-26.66390246,17.48236183,0
-25.66390246,17.48236183,0
-24.66390246,17.48236183,0
-23.66390246,17.48236182,0
-22.66390246,17.48236182,0
-21.66390246,17.48236182,0
-20.66390246,17.48236181,0
-19.66390246,17.48236181,0
-18.66390246,17.48236181,0
-17.66390246,17.4823618,0
-16.66390246,17.4823618,0
-15.66390246,17.4823618,0
-14.66390246,17.48236179,0
-13.66390246,17.48236179,0
-12.66390246,17.48236178,0
-11.66390246,17.48236178,0
-10.66390246,17.48236178,0
-9.663902461,17.48236177,0
-9.405083421,16.51643595,0
-9.14626438,15.55051012,0
-9.146264385,14.55051012,0
-9.14626439,13.55051012,0
-9.146264395,12.55051012,0
-9.146264399,11.55051012,0
-9.146264404,10.55051012,0
-8.180338579,10.29169107,0
-7.180338579,10.29169107,0
-6.180338579,10.29169106,0
-5.180338579,10.29169106,0
-4.180338579,10.29169106,0
-3.180338579,10.29169105,0
-2.180338579,10.29169105,0
-1.180338579,10.29169104,0
-0.180338579,10.29169104,0
